BR_CDE,CHECK_NO,SLS_DT,TX_SEQ,PAY_MTD_CDE,PAY_AMT,IS_MEMBER,LC_OCT_ID
A003,11384,2014/7/21,1,VH,10,Y,55556
A003,11384,2014/7/21,2,OC,10,Y,55556
A003,12473,2014/7/22,1,OC,20,Y,55556
A003,13501,2014/7/23,1,OC,20,Y,55556
A003,14588,2014/7/24,1,OC,20,Y,55556
A003,15483,2014/7/25,1,OC,20,Y,55556
A003,16662,2014/7/26,1,CA,100,Y,55556
A003,18590,2014/7/27,1,CA,100,Y,55556
A003,18591,2014/7/27,1,VH,10,Y,55556
A003,18591,2014/7/27,2,OC,39,Y,55556
A003,18592,2014/7/27,1,VH,10,Y,55556
A003,18592,2014/7/27,2,OC,26,Y,55556
A003,17872,2014/7/27,1,OC,20,Y,55556
A003,11306,2014/7/29,1,OC,20,Y,55556
A003,3686,2014/7/30,1,OC,20,Y,55556
A003,13559,2014/7/31,1,OC,20,Y,55556
A003,16257,2014/7/10,1,CA,100,Y,55556
A003,16257,2014/7/10,1,CA,100,Y,55556
A003,3573,2014/7/13,1,CA,200,Y,55556
A003,2688,2014/7/13,1,OC,20,Y,55556
A003,15677,2014/7/17,1,OC,20,Y,55556
A003,16661,2014/7/26,1,OC,20,Y,55556
A003,4694,2014/7/6,1,CA,100,Y,55556
A003,4695,2014/7/6,1,VH,3,Y,55556
A003,4695,2014/7/6,2,OC,46,Y,55556
A003,16258,2014/7/10,1,OC,20,Y,55556
A003,16258,2014/7/10,1,OC,20,Y,55556
A003,8196,2014/7/18,1,CA,100,Y,55556
A003,2256,2014/7/20,1,VH,10,Y,55556
A003,2256,2014/7/20,2,OC,40,Y,55556
A003,13560,2014/7/31,1,CA,100,Y,55556
A003,4693,2014/7/6,1,VH,3,Y,55556
A003,4693,2014/7/6,2,OC,31,Y,55556
A003,3574,2014/7/13,1,VH,3,Y,55556
A003,3574,2014/7/13,2,OC,47,Y,55556
A003,8195,2014/7/18,1,OC,20,Y,55556
A003,10181,2014/7/28,1,VH,10,Y,55556
A003,10181,2014/7/28,2,OC,10,Y,55556
A004,11892,2014/7/13,1,CA,100,N,55576
A004,15559,2014/7/7,1,CA,100,N,55576
A004,14607,2014/7/6,1,OC,28.5,N,55576
A004,14422,2014/7/5,1,OC,44,N,55576
A004,12743,2014/7/3,1,OC,18,N,55576
A004,7548,2014/7/2,1,OC,21,N,55576
A004,11282,2014/7/1,1,OC,64,N,55576
A004,15512,2014/7/17,1,OC,29,N,55576
A004,13860,2014/7/16,1,OC,21,N,55576
A004,7192,2014/7/9,1,OC,30,N,55576
A004,14606,2014/7/6,1,CA,100,N,55576
A004,2806,2014/7/14,1,OC,58,N,55576
A004,16063,2014/7/18,1,OC,21,N,55576
A004,15510,2014/7/17,1,CA,100,N,55576
A004,13861,2014/7/16,1,CA,100,N,55576
A004,13859,2014/7/16,1,OC,29,N,55576
A004,14789,2014/7/16,1,OC,40,N,55576
A004,3906,2014/7/15,1,CA,100,N,55576
A004,3905,2014/7/15,1,OC,29,N,55576
A004,3904,2014/7/15,1,OC,29,N,55576
A004,4370,2014/7/15,1,OC,72,N,55576
A004,2806,2014/7/14,1,OC,58,N,55576
A004,1811,2014/7/13,1,OC,22.5,N,55576
A004,11893,2014/7/13,1,OC,36,N,55576
A004,344,2014/7/11,1,OC,58.5,N,55576
A004,343,2014/7/11,2,CA,500,N,55576
A004,343,2014/7/11,1,CH,300,N,55576
A004,7477,2014/7/10,1,OC,21,N,55576
A004,7476,2014/7/10,1,CA,100,N,55576
A004,17182,2014/7/10,1,OC,29,N,55576
A004,7194,2014/7/9,1,OC,32,N,55576
A004,7193,2014/7/9,1,OC,32,N,55576
A004,7191,2014/7/9,1,CA,100,N,55576
A004,16223,2014/7/9,1,OC,22.5,N,55576
A004,5390,2014/7/8,1,OC,22.5,N,55576
A004,5551,2014/7/8,1,OC,24.5,N,55576
A004,15560,2014/7/7,1,OC,32,N,55576
A004,2342,2014/7/5,1,OC,32,N,55576
A004,13927,2014/7/5,1,OC,22.5,N,55576
A004,13926,2014/7/5,1,CA,100,N,55576
A004,12739,2014/7/3,1,CA,100,N,55576
A004,11281,2014/7/1,1,CA,100,N,55576
A004,11892,2014/7/13,1,CA,100,N,55576
A004,15559,2014/7/7,1,CA,100,N,55576
A004,14607,2014/7/6,1,OC,28.5,N,55576
A004,14422,2014/7/5,1,OC,44,N,55576
A004,12743,2014/7/3,1,OC,18,N,55576
A004,7548,2014/7/2,1,OC,21,N,55576
A004,11282,2014/7/1,1,OC,64,N,55576
A004,15512,2014/7/17,1,OC,29,N,55576
A004,13860,2014/7/16,1,OC,21,N,55576
A004,7192,2014/7/9,1,OC,30,N,55576
A004,14606,2014/7/6,1,CA,100,N,55576
A004,2806,2014/7/14,1,OC,58,N,55576
A004,16063,2014/7/18,1,OC,21,N,55576
A004,15510,2014/7/17,1,CA,100,N,55576
A004,13861,2014/7/16,1,CA,100,N,55576
A004,13859,2014/7/16,1,OC,29,N,55576
A004,14789,2014/7/16,1,OC,40,N,55576
A004,3906,2014/7/15,1,CA,100,N,55576
A004,3905,2014/7/15,1,OC,29,N,55576
A004,3904,2014/7/15,1,OC,29,N,55576
A004,4370,2014/7/15,1,OC,72,N,55576
A004,2806,2014/7/14,1,OC,58,N,55576
A004,1811,2014/7/13,1,OC,22.5,N,55576
A004,11893,2014/7/13,1,OC,36,N,55576
A004,344,2014/7/11,1,OC,58.5,N,55576
A004,343,2014/7/11,2,CA,500,N,55576
A004,343,2014/7/11,1,CH,300,N,55576
A004,7477,2014/7/10,1,OC,21,N,55576
A004,7476,2014/7/10,1,CA,100,N,55576
A004,17182,2014/7/10,1,OC,29,N,55576
A004,7194,2014/7/9,1,OC,32,N,55576
A004,7193,2014/7/9,1,OC,32,N,55576
A004,7191,2014/7/9,1,CA,100,N,55576
A004,16223,2014/7/9,1,OC,22.5,N,55576
A004,5390,2014/7/8,1,OC,22.5,N,55576
A004,5551,2014/7/8,1,OC,24.5,N,55576
A004,15560,2014/7/7,1,OC,32,N,55576
A004,2342,2014/7/5,1,OC,32,N,55576
A004,13927,2014/7/5,1,OC,22.5,N,55576
A004,13926,2014/7/5,1,CA,100,N,55576
A004,12739,2014/7/3,1,CA,100,N,55576
A004,11281,2014/7/1,1,CA,100,N,55576
A002,14602,2014/7/27,1,OC,20,Y,55604
A002,14601,2014/7/27,1,VH,5,Y,55604
A002,14601,2014/7/27,2,OC,19,Y,55604
A003,7796,2014/7/17,1,VH,3,Y,55630
A003,7796,2014/7/17,2,OC,47,Y,55630
A003,17284,2014/7/11,1,OC,38,Y,55680
A003,17284,2014/7/11,1,OC,38,Y,55680
A003,17285,2014/7/11,1,CA,1000,Y,55680
A003,17285,2014/7/11,1,CA,1000,Y,55680
A003,17285,2014/7/11,2,CH,600,Y,55680
A003,17285,2014/7/11,2,CH,600,Y,55680
A003,15776,2014/7/17,1,OC,38,Y,55680
A003,15776,2014/7/17,1,OC,38,Y,55680
A003,1418,2014/7/28,1,CA,500,Y,55680
A003,1418,2014/7/28,1,CA,500,Y,55680
A003,1418,2014/7/28,2,CH,200,Y,55680
A003,1418,2014/7/28,2,CH,200,Y,55680
A003,3782,2014/7/6,1,VH,5,Y,55680
A003,3782,2014/7/6,1,VH,5,Y,55680
A003,3782,2014/7/6,2,OC,32.5,Y,55680
A003,3782,2014/7/6,2,OC,32.5,Y,55680
A003,1417,2014/7/28,1,VH,5,Y,55680
A003,1417,2014/7/28,1,VH,5,Y,55680
A003,1417,2014/7/28,2,OC,33,Y,55680
A003,1417,2014/7/28,2,OC,33,Y,55680
A003,6992,2014/7/24,1,VH,3,Y,55680
A003,6992,2014/7/24,1,VH,3,Y,55680
A003,6992,2014/7/24,2,OC,33,Y,55680
A003,6992,2014/7/24,2,OC,33,Y,55680
A003,6993,2014/7/24,1,CA,500,Y,55680
A003,6993,2014/7/24,1,CA,500,Y,55680
A002,4057,2014/7/3,1,OC,23,N,55786
A002,4057,2014/7/3,1,OC,23,N,55786
A002,4057,2014/7/3,1,OC,23,N,55786
A002,8399,2014/7/31,1,OC,30,N,55786
A001,11706,2014/7/22,1,OC,4,N,55816
A001,1969,2014/7/1,2,OC,7.5,N,55816
A001,1969,2014/7/1,1,VH,100,N,55816
A001,11703,2014/7/22,2,OC,9.5,N,55816
A001,11703,2014/7/22,1,VH,80,N,55816
A001,11270,2014/7/21,2,OC,8,N,55816
A001,11270,2014/7/21,1,VH,90,N,55816
A001,1305,2014/7/14,2,OC,7,N,55816
A001,1305,2014/7/14,1,VH,100,N,55816
A003,1057,2014/7/3,1,CA,200,Y,55832
A003,16389,2014/7/3,1,OC,23.5,Y,55832
A003,2178,2014/7/4,1,OC,44,Y,55832
A003,2128,2014/7/4,1,OC,23,Y,55832
A003,2129,2014/7/4,1,VH,5,Y,55832
A003,2129,2014/7/4,2,OC,23.5,Y,55832
A003,1613,2014/7/4,1,VH,5,Y,55832
A003,1613,2014/7/4,2,OC,18.5,Y,55832
A003,10384,2014/7/5,1,CA,100,Y,55832
A003,10385,2014/7/5,1,VH,5,Y,55832
A003,10385,2014/7/5,2,OC,28,Y,55832
A003,10386,2014/7/5,1,VH,5,Y,55832
A003,10386,2014/7/5,2,OC,28,Y,55832
A003,3343,2014/7/5,1,CA,200,Y,55832
A003,3345,2014/7/5,1,VH,3,Y,55832
A003,3345,2014/7/5,2,OC,27,Y,55832
A003,4047,2014/7/6,1,VH,10,Y,55832
A003,4047,2014/7/6,2,OC,28,Y,55832
A003,4048,2014/7/6,1,VH,5,Y,55832
A003,4048,2014/7/6,2,OC,52,Y,55832
A003,14051,2014/7/8,1,OC,28.5,Y,55832
A003,14053,2014/7/8,1,OC,26,Y,55832
A003,6715,2014/7/8,1,VH,5,Y,55832
A003,6715,2014/7/8,2,OC,39,Y,55832
A003,6716,2014/7/8,1,VH,3,Y,55832
A003,6716,2014/7/8,2,OC,33,Y,55832
A003,15805,2014/7/9,1,VH,3,Y,55832
A003,15805,2014/7/9,2,OC,36,Y,55832
A003,7288,2014/7/9,1,CA,100,Y,55832
A003,7289,2014/7/9,1,VH,10,Y,55832
A003,7289,2014/7/9,2,OC,23,Y,55832
A003,7290,2014/7/9,1,OC,46,Y,55832
A003,16910,2014/7/10,1,CA,100,Y,55832
A003,16911,2014/7/10,1,VH,5,Y,55832
A003,16911,2014/7/10,2,OC,39,Y,55832
A003,16378,2014/7/10,1,VH,5,Y,55832
A003,16378,2014/7/10,2,OC,34,Y,55832
A003,16379,2014/7/10,1,VH,5,Y,55832
A003,16379,2014/7/10,2,OC,33,Y,55832
A003,17466,2014/7/11,1,CA,100,Y,55832
A003,17467,2014/7/11,1,OC,23.5,Y,55832
A003,17468,2014/7/11,1,VH,5,Y,55832
A003,17468,2014/7/11,2,OC,18.5,Y,55832
A003,10990,2014/7/12,2,OC,36,Y,55832
A003,10990,2014/7/12,1,VH,3,Y,55832
A003,10396,2014/7/12,1,VH,10,Y,55832
A003,10396,2014/7/12,2,OC,28,Y,55832
A003,10397,2014/7/12,1,OC,51,Y,55832
A003,16910,2014/7/10,1,CA,100,Y,55832
A003,16911,2014/7/10,1,VH,5,Y,55832
A003,16911,2014/7/10,2,OC,39,Y,55832
A003,16378,2014/7/10,1,VH,5,Y,55832
A003,16378,2014/7/10,2,OC,34,Y,55832
A003,16379,2014/7/10,1,VH,5,Y,55832
A003,16379,2014/7/10,2,OC,33,Y,55832
A003,11510,2014/7/13,1,CA,100,Y,55832
A003,11511,2014/7/13,1,VH,5,Y,55832
A003,11511,2014/7/13,2,OC,34,Y,55832
A003,11512,2014/7/13,1,OC,51,Y,55832
A003,4342,2014/7/14,1,CA,100,Y,55832
A003,4343,2014/7/14,1,VH,5,Y,55832
A003,4343,2014/7/14,2,OC,19,Y,55832
A003,4346,2014/7/14,1,OC,19,Y,55832
A003,13845,2014/7/15,1,VH,5,Y,55832
A003,13845,2014/7/15,2,OC,18.5,Y,55832
A003,13846,2014/7/15,1,OC,23.5,Y,55832
A003,13847,2014/7/15,1,OC,28,Y,55832
A003,15282,2014/7/16,1,VH,10,Y,55832
A003,15282,2014/7/16,2,OC,32,Y,55832
A003,15283,2014/7/16,1,VH,3,Y,55832
A003,15283,2014/7/16,2,OC,27,Y,55832
A003,6287,2014/7/16,1,CA,100,Y,55832
A003,6288,2014/7/16,1,VH,5,Y,55832
A003,6288,2014/7/16,2,OC,23,Y,55832
A003,6289,2014/7/16,1,OC,23.5,Y,55832
A003,6290,2014/7/16,1,OC,21,Y,55832
A003,16481,2014/7/17,2,OC,34,Y,55832
A003,16479,2014/7/17,1,CA,200,Y,55832
A003,16481,2014/7/17,1,VH,5,Y,55832
A003,15828,2014/7/17,1,OC,23.5,Y,55832
A003,15829,2014/7/17,1,VH,5,Y,55832
A003,15829,2014/7/17,2,OC,23,Y,55832
A003,15830,2014/7/17,1,VH,5,Y,55832
A003,15830,2014/7/17,2,OC,18.5,Y,55832
A003,17069,2014/7/18,1,OC,28.5,Y,55832
A003,17070,2014/7/18,1,VH,10,Y,55832
A003,17070,2014/7/18,2,OC,18.5,Y,55832
A003,17071,2014/7/18,1,OC,23.5,Y,55832
A003,489,2014/7/19,1,CA,100,Y,55832
A003,10411,2014/7/20,1,CA,300,Y,55832
A003,10412,2014/7/20,1,OC,28,Y,55832
A003,10413,2014/7/20,1,VH,5,Y,55832
A003,10413,2014/7/20,2,OC,18.5,Y,55832
A003,10414,2014/7/20,1,OC,27.5,Y,55832
A003,12624,2014/7/22,1,VH,10,Y,55832
A003,12624,2014/7/22,2,OC,18.5,Y,55832
A003,12625,2014/7/22,1,OC,23.5,Y,55832
A003,12626,2014/7/22,1,OC,23.5,Y,55832
A003,14261,2014/7/23,1,VH,5,Y,55832
A003,14261,2014/7/23,2,OC,39,Y,55832
A003,13688,2014/7/23,2,CH,800,Y,55832
A003,13689,2014/7/23,1,VH,5,Y,55832
A003,13689,2014/7/23,2,OC,23,Y,55832
A003,13690,2014/7/23,1,OC,23.5,Y,55832
A003,13691,2014/7/23,1,VH,5,Y,55832
A003,13691,2014/7/23,2,OC,21,Y,55832
A003,13688,2014/7/23,1,CA,1000,Y,55832
A003,16311,2014/7/25,1,VH,3,Y,55832
A003,16311,2014/7/25,2,OC,34,Y,55832
A003,16232,2014/7/25,1,OC,19,Y,55832
A003,16233,2014/7/25,1,VH,5,Y,55832
A003,16233,2014/7/25,2,OC,19,Y,55832
A003,15755,2014/7/25,1,CA,500,Y,55832
A003,15755,2014/7/25,2,CH,300,Y,55832
A003,15756,2014/7/25,1,VH,5,Y,55832
A003,15756,2014/7/25,2,OC,18.5,Y,55832
A003,15757,2014/7/25,1,VH,5,Y,55832
A003,15757,2014/7/25,2,OC,18.5,Y,55832
A003,18063,2014/7/27,1,VH,5,Y,55832
A003,18063,2014/7/27,2,OC,23,Y,55832
A003,18065,2014/7/27,1,OC,23.5,Y,55832
A003,11531,2014/7/29,1,CA,200,Y,55832
A003,11533,2014/7/29,1,OC,48,Y,55832
A003,12761,2014/7/30,1,VH,5,Y,55832
A003,12761,2014/7/30,2,OC,28,Y,55832
A003,12762,2014/7/30,1,OC,51,Y,55832
A003,4414,2014/7/30,1,VH,10,Y,55832
A003,4414,2014/7/30,2,OC,34,Y,55832
A003,1611,2014/7/4,1,VH,5,Y,55832
A003,1611,2014/7/4,2,OC,22.5,Y,55832
A003,14052,2014/7/8,1,OC,23.5,Y,55832
A003,15806,2014/7/9,1,VH,3,Y,55832
A003,15806,2014/7/9,2,OC,27,Y,55832
A003,4345,2014/7/14,1,OC,25,Y,55832
A003,15758,2014/7/25,1,VH,5,Y,55832
A003,15758,2014/7/25,2,OC,18.5,Y,55832
A003,16388,2014/7/3,1,VH,5,Y,55832
A003,16388,2014/7/3,2,OC,18.5,Y,55832
A003,3344,2014/7/5,1,VH,3,Y,55832
A003,3344,2014/7/5,2,OC,39,Y,55832
A003,3382,2014/7/5,1,VH,3,Y,55832
A003,3382,2014/7/5,2,OC,32,Y,55832
A003,13844,2014/7/15,1,CA,100,Y,55832
A003,16480,2014/7/17,1,VH,3,Y,55832
A003,16480,2014/7/17,2,OC,32,Y,55832
A003,1058,2014/7/3,1,VH,3,Y,55832
A003,1058,2014/7/3,2,OC,36,Y,55832
A003,17469,2014/7/11,1,OC,27.5,Y,55832
A003,4344,2014/7/14,1,VH,5,Y,55832
A003,4344,2014/7/14,2,OC,19,Y,55832
A003,490,2014/7/19,1,OC,35,Y,55832
A003,14262,2014/7/23,1,VH,3,Y,55832
A003,14262,2014/7/23,2,OC,27,Y,55832
A003,18064,2014/7/27,1,VH,5,Y,55832
A003,18064,2014/7/27,2,OC,18.5,Y,55832
A003,11532,2014/7/29,1,VH,5,Y,55832
A003,11532,2014/7/29,2,OC,30,Y,55832
A003,4415,2014/7/30,1,VH,3,Y,55832
A003,4415,2014/7/30,2,OC,42,Y,55832
A003,16387,2014/7/3,1,VH,5,Y,55832
A003,16387,2014/7/3,2,OC,18.5,Y,55832
A003,1612,2014/7/4,1,VH,5,Y,55832
A003,1612,2014/7/4,2,OC,18.5,Y,55832
A003,6714,2014/7/8,1,CA,200,Y,55832
A003,10395,2014/7/12,1,CA,100,Y,55832
A003,6889,2014/7/16,1,VH,5,Y,55832
A003,6889,2014/7/16,2,OC,39,Y,55832
A003,491,2014/7/19,1,VH,5,Y,55832
A003,491,2014/7/19,2,OC,41,Y,55832
A001,2673,2014/7/17,1,OC,24.5,N,55838
A001,438,2014/7/28,1,OC,23,N,55838
A001,6454,2014/7/25,1,OC,23,N,55838
A004,16891,2014/7/9,1,OC,53,N,55860
A004,4004,2014/7/7,1,OC,33.5,N,55860
A002,13614,2014/7/2,1,VH,3,Y,55864
A002,13614,2014/7/2,2,OC,35,Y,55864
A002,13614,2014/7/2,1,VH,3,Y,55864
A002,13614,2014/7/2,2,OC,35,Y,55864
A002,13049,2014/7/9,1,VH,5,Y,55864
A002,13049,2014/7/9,2,OC,20,Y,55864
A002,13614,2014/7/2,1,VH,3,Y,55864
A002,13614,2014/7/2,2,OC,35,Y,55864
A002,13606,2014/7/2,1,VH,3,Y,55864
A002,13606,2014/7/2,2,OC,46,Y,55864
A002,13606,2014/7/2,1,VH,3,Y,55864
A002,13606,2014/7/2,2,OC,46,Y,55864
A002,13606,2014/7/2,1,VH,3,Y,55864
A002,13606,2014/7/2,2,OC,46,Y,55864
A001,16045,2014/7/15,1,OC,18,Y,55870
A001,16044,2014/7/15,2,OC,18,Y,55870
A001,16044,2014/7/15,1,VH,5,Y,55870
A001,13242,2014/7/11,1,OC,21,Y,55870
A001,11596,2014/7/9,1,OC,21,Y,55870
A001,6966,2014/7/8,2,OC,20,Y,55870
A001,6966,2014/7/8,1,VH,10,Y,55870
A001,17064,2014/7/3,2,OC,21,Y,55870
A001,17064,2014/7/3,1,VH,5,Y,55870
A003,6942,2014/7/1,2,OC,23.5,Y,55942
A003,6942,2014/7/1,1,VH,5,Y,55942
A003,6941,2014/7/1,2,OC,23.5,Y,55942
A003,6941,2014/7/1,1,VH,5,Y,55942
A002,7396,2014/7/6,1,OC,23,N,55976
A002,1946,2014/7/9,1,OC,23,N,55976
A002,15448,2014/7/11,1,OC,23,N,55976
A002,17389,2014/7/13,1,OC,30,N,55976
A002,11995,2014/7/16,1,OC,24,N,55976
A002,11788,2014/7/24,1,OC,23,N,55976
A002,8218,2014/7/15,1,OC,25,N,55976
A002,6567,2014/7/29,1,OC,24,N,55976
A003,14431,2014/7/1,1,OC,32,Y,56002
A003,15987,2014/7/2,1,VH,5,Y,56002
A003,15987,2014/7/2,2,OC,30,Y,56002
A003,15988,2014/7/2,1,VH,3,Y,56002
A003,15988,2014/7/2,2,OC,34,Y,56002
A003,4250,2014/7/6,1,OC,35,Y,56002
A003,4251,2014/7/6,1,OC,21,Y,56002
A003,4253,2014/7/6,1,VH,5,Y,56002
A003,4253,2014/7/6,2,OC,18,Y,56002
A003,4254,2014/7/6,1,VH,5,Y,56002
A003,4254,2014/7/6,2,OC,18,Y,56002
A003,11828,2014/7/13,1,VH,10,Y,56002
A003,11828,2014/7/13,2,OC,20,Y,56002
A003,11829,2014/7/13,1,OC,20,Y,56002
A003,11830,2014/7/13,1,OC,30,Y,56002
A003,13345,2014/7/14,1,VH,3,Y,56002
A003,13345,2014/7/14,2,OC,50,Y,56002
A003,13347,2014/7/14,1,VH,3,Y,56002
A003,13347,2014/7/14,2,OC,45,Y,56002
A003,13348,2014/7/14,1,VH,3,Y,56002
A003,13348,2014/7/14,2,OC,32,Y,56002
A003,12685,2014/7/14,1,OC,25,Y,56002
A003,12686,2014/7/14,1,OC,20,Y,56002
A003,4636,2014/7/14,1,VH,5,Y,56002
A003,4636,2014/7/14,2,OC,27,Y,56002
A003,4224,2014/7/14,1,OC,21,Y,56002
A003,1136,2014/7/19,1,VH,3,Y,56002
A003,1136,2014/7/19,2,OC,33,Y,56002
A003,1137,2014/7/19,1,VH,3,Y,56002
A003,1137,2014/7/19,2,OC,50,Y,56002
A003,1138,2014/7/19,1,VH,3,Y,56002
A003,1138,2014/7/19,2,OC,48,Y,56002
A003,1153,2014/7/19,1,VH,3,Y,56002
A003,1153,2014/7/19,2,OC,36,Y,56002
A003,1360,2014/7/20,1,OC,21.5,Y,56002
A003,1361,2014/7/20,1,VH,5,Y,56002
A003,1361,2014/7/20,2,OC,20,Y,56002
A003,11241,2014/7/21,1,OC,21.5,Y,56002
A003,11242,2014/7/21,1,VH,10,Y,56002
A003,11242,2014/7/21,2,OC,19,Y,56002
A003,128,2014/7/27,1,VH,10,Y,56002
A003,128,2014/7/27,2,OC,19,Y,56002
A003,129,2014/7/27,1,OC,21.5,Y,56002
A003,10952,2014/7/28,1,VH,3,Y,56002
A003,10952,2014/7/28,2,OC,50,Y,56002
A003,10953,2014/7/28,1,VH,10,Y,56002
A003,10953,2014/7/28,2,OC,44,Y,56002
A003,10954,2014/7/28,1,VH,10,Y,56002
A003,10954,2014/7/28,2,OC,29,Y,56002
A003,10082,2014/7/28,1,VH,5,Y,56002
A003,10082,2014/7/28,2,OC,24,Y,56002
A003,10083,2014/7/28,1,VH,10,Y,56002
A003,10083,2014/7/28,2,OC,19,Y,56002
A003,4252,2014/7/6,1,OC,21,Y,56002
A003,4223,2014/7/14,1,OC,20,Y,56002
A003,12684,2014/7/14,1,VH,5,Y,56002
A003,12684,2014/7/14,2,OC,20,Y,56002
A003,4221,2014/7/14,1,VH,5,Y,56002
A003,4221,2014/7/14,2,OC,18,Y,56002
A003,10951,2014/7/28,1,VH,3,Y,56002
A003,10951,2014/7/28,2,OC,50,Y,56002
A003,14430,2014/7/1,1,VH,5,Y,56002
A003,14430,2014/7/1,2,OC,27,Y,56002
A003,5628,2014/7/7,1,VH,5,Y,56002
A003,5628,2014/7/7,2,OC,29,Y,56002
A003,13346,2014/7/14,1,VH,3,Y,56002
A003,13346,2014/7/14,2,OC,47,Y,56002
A003,14429,2014/7/1,2,OC,24,Y,56002
A003,14429,2014/7/1,1,VH,10,Y,56002
A003,15986,2014/7/2,1,VH,10,Y,56002
A003,15986,2014/7/2,2,OC,37,Y,56002
A003,15989,2014/7/2,1,VH,5,Y,56002
A003,15989,2014/7/2,2,OC,34,Y,56002
A003,4222,2014/7/14,1,OC,20,Y,56002
A003,1362,2014/7/20,1,VH,5,Y,56002
A003,1362,2014/7/20,2,OC,20,Y,56002
A001,4777,2014/7/5,1,VH,3,Y,56014
A001,4777,2014/7/5,2,OC,43,Y,56014
A001,1347,2014/7/14,1,VH,5,Y,56014
A001,1347,2014/7/14,2,OC,21,Y,56014
A001,16615,2014/7/2,1,OC,20,N,56186
A001,3644,2014/7/4,1,OC,21.5,N,56186
A001,4956,2014/7/6,1,OC,20,N,56186
A001,6889,2014/7/8,1,OC,23,N,56186
A001,11767,2014/7/9,1,OC,22,N,56186
A001,7565,2014/7/10,1,OC,23,N,56186
A001,14263,2014/7/12,1,OC,22,N,56186
A001,10330,2014/7/19,1,OC,20,N,56186
A001,11975,2014/7/22,1,OC,40,N,56186
A001,13639,2014/7/24,1,VH,2,N,56186
A001,13639,2014/7/24,2,OC,22.5,N,56186
A001,14168,2014/7/25,1,OC,22,N,56186
A001,16860,2014/7/30,1,OC,23.5,N,56186
A001,1695,2014/7/31,1,OC,20,N,56186
A001,16151,2014/7/1,1,OC,22,N,56186
A001,17257,2014/7/3,1,OC,20,N,56186
A001,16160,2014/7/15,1,OC,20,N,56186
A001,1976,2014/7/1,1,VH,5,Y,56238
A001,1976,2014/7/1,2,OC,18,Y,56238
A001,4437,2014/7/5,1,OC,22,Y,56238
A001,11121,2014/7/8,1,OC,22,Y,56238
A001,12310,2014/7/9,1,VH,3,Y,56238
A001,12310,2014/7/9,2,OC,30,Y,56238
A001,13700,2014/7/11,1,OC,22,Y,56238
A001,15735,2014/7/14,1,OC,22,Y,56238
A001,16384,2014/7/15,1,VH,10,Y,56238
A001,16384,2014/7/15,2,OC,23,Y,56238
A001,10653,2014/7/19,1,OC,21,Y,56238
A001,4390,2014/7/20,1,VH,5,Y,56238
A001,4390,2014/7/20,2,OC,19,Y,56238
A001,5087,2014/7/21,1,OC,22,Y,56238
A001,5958,2014/7/23,1,VH,5,Y,56238
A001,5958,2014/7/23,2,OC,22,Y,56238
A001,5959,2014/7/23,1,OC,21,Y,56238
A001,6375,2014/7/25,1,OC,21,Y,56238
A001,6829,2014/7/26,1,VH,5,Y,56238
A001,6829,2014/7/26,2,OC,18,Y,56238
A001,7812,2014/7/27,1,VH,5,Y,56238
A001,7812,2014/7/27,2,OC,19,Y,56238
A001,1097,2014/7/29,1,OC,21,Y,56238
A001,17436,2014/7/3,1,VH,5,Y,56238
A001,17436,2014/7/3,2,OC,30,Y,56238
A001,15429,2014/7/13,1,VH,10,Y,56238
A001,15429,2014/7/13,2,OC,21,Y,56238
A001,254,2014/7/13,1,OC,22,Y,56238
A001,16856,2014/7/2,1,OC,32,Y,56340
A001,2488,2014/7/2,1,OC,19,Y,56340
A001,17460,2014/7/3,1,OC,32,Y,56340
A001,17063,2014/7/3,1,CA,500,Y,56340
A001,17063,2014/7/3,2,CH,300,Y,56340
A001,3909,2014/7/4,1,OC,20,Y,56340
A001,18090,2014/7/5,1,OC,32,Y,56340
A001,18098,2014/7/5,1,OC,30,Y,56340
A001,17715,2014/7/5,1,CA,500,Y,56340
A001,17715,2014/7/5,2,CH,300,Y,56340
A001,17615,2014/7/5,1,OC,18,Y,56340
A001,10197,2014/7/6,1,VH,10,Y,56340
A001,10197,2014/7/6,2,OC,18,Y,56340
A001,10198,2014/7/6,1,VH,10,Y,56340
A001,10198,2014/7/6,2,OC,19,Y,56340
A001,10143,2014/7/6,1,OC,21.5,Y,56340
A001,10656,2014/7/7,1,OC,18,Y,56340
A001,11102,2014/7/8,1,OC,23,Y,56340
A001,11103,2014/7/8,1,VH,5,Y,56340
A001,11103,2014/7/8,2,OC,19.5,Y,56340
A001,6827,2014/7/8,1,VH,5,Y,56340
A001,6827,2014/7/8,2,OC,24,Y,56340
A001,6675,2014/7/8,1,OC,22.5,Y,56340
A001,11578,2014/7/9,1,OC,18,Y,56340
A001,12578,2014/7/10,1,OC,34,Y,56340
A001,7314,2014/7/10,1,OC,18,Y,56340
A001,13589,2014/7/11,1,OC,32,Y,56340
A001,13149,2014/7/11,1,CA,500,Y,56340
A001,13149,2014/7/11,2,CH,300,Y,56340
A001,13150,2014/7/11,1,OC,18,Y,56340
A001,14390,2014/7/12,1,OC,33,Y,56340
A001,15036,2014/7/13,1,VH,5,Y,56340
A001,15036,2014/7/13,2,OC,20,Y,56340
A001,387,2014/7/13,1,VH,3,Y,56340
A001,387,2014/7/13,2,OC,37,Y,56340
A001,365,2014/7/13,1,VH,3,Y,56340
