BR_CDE,CHECK_NO,SLS_DT,TX_SEQ,PAY_MTD_CDE,PAY_AMT,IS_MEMBER,LC_OCT_ID
A003,3615,2014/7/30,1,OC,22,Y,57638
A003,4130,2014/7/30,2,OC,20.5,Y,57638
A003,4130,2014/7/30,1,VH,5,Y,57638
A003,12176,2014/7/29,2,OC,29,Y,57638
A003,12176,2014/7/29,1,VH,10,Y,57638
A003,2019,2014/7/28,2,OC,17,Y,57638
A003,2019,2014/7/28,1,VH,10,Y,57638
A003,10052,2014/7/28,1,OC,22,Y,57638
A003,123,2014/7/27,1,OC,20,Y,57638
A003,767,2014/7/27,1,VH,5,Y,57638
A003,767,2014/7/27,2,OC,22,Y,57638
A003,17181,2014/7/26,2,OC,20.5,Y,57638
A003,17181,2014/7/26,1,VH,5,Y,57638
A003,15430,2014/7/25,1,OC,20,Y,57638
A003,16107,2014/7/25,2,OC,22,Y,57638
A003,16107,2014/7/25,1,VH,5,Y,57638
A003,15046,2014/7/24,2,OC,20.5,Y,57638
A003,15046,2014/7/24,1,VH,5,Y,57638
A003,5461,2014/7/23,2,OC,22,Y,57638
A003,5461,2014/7/23,1,VH,5,Y,57638
A003,13361,2014/7/23,1,OC,20,Y,57638
A003,3833,2014/7/22,1,OC,20,Y,57638
A003,11867,2014/7/21,2,OC,16,Y,57638
A003,11867,2014/7/21,1,VH,10,Y,57638
A003,10107,2014/7/20,1,OC,20,Y,57638
A003,10796,2014/7/20,2,OC,20.5,Y,57638
A003,10796,2014/7/20,1,VH,5,Y,57638
A003,18470,2014/7/19,1,VH,5,Y,57638
A003,18470,2014/7/19,2,OC,20.5,Y,57638
A003,16809,2014/7/18,1,OC,20,Y,57638
A003,7194,2014/7/17,1,OC,22,Y,57638
A003,16158,2014/7/17,2,OC,20.5,Y,57638
A003,16158,2014/7/17,1,VH,5,Y,57638
A003,15153,2014/7/16,1,CA,100,Y,57638
A003,15152,2014/7/16,2,OC,19,Y,57638
A003,15152,2014/7/16,1,VH,5,Y,57638
A003,4336,2014/7/14,2,OC,8,Y,57638
A003,4336,2014/7/14,1,VH,10,Y,57638
A003,2521,2014/7/13,1,OC,20,Y,57638
A003,11875,2014/7/13,2,OC,15.5,Y,57638
A003,11875,2014/7/13,1,VH,10,Y,57638
A003,8728,2014/7/10,2,OC,19,Y,57638
A003,8728,2014/7/10,1,VH,5,Y,57638
A003,1364,2014/7/12,1,OC,22,Y,57638
A003,1942,2014/7/12,2,OC,20.5,Y,57638
A003,1942,2014/7/12,1,VH,5,Y,57638
A003,8728,2014/7/10,2,OC,19,Y,57638
A003,8728,2014/7/10,1,VH,5,Y,57638
A003,14939,2014/7/9,1,OC,22,Y,57638
A003,14393,2014/7/8,2,OC,20.5,Y,57638
A003,14393,2014/7/8,1,VH,5,Y,57638
A003,4777,2014/7/7,1,OC,22,Y,57638
A003,5431,2014/7/7,2,OC,20.5,Y,57638
A003,5431,2014/7/7,1,VH,5,Y,57638
A003,4358,2014/7/6,2,OC,18.5,Y,57638
A003,4358,2014/7/6,1,VH,5,Y,57638
A003,3214,2014/7/5,1,OC,21,Y,57638
A003,17280,2014/7/4,1,OC,20,Y,57638
A003,177,2014/7/3,1,OC,22,Y,57638
A003,15078,2014/7/2,1,OC,20,Y,57638
A003,15673,2014/7/2,1,VH,5,Y,57638
A003,15673,2014/7/2,2,OC,18.5,Y,57638
A003,14574,2014/7/1,1,OC,21.5,Y,57638
A003,11195,2014/7/13,1,OC,38,N,57792
A003,11195,2014/7/13,1,OC,38,N,57792
A003,12493,2014/7/14,1,OC,20,N,57792
A003,12493,2014/7/14,1,OC,20,N,57792
A003,5902,2014/7/24,1,OC,20,N,57792
A003,5902,2014/7/24,1,OC,20,N,57792
A003,15337,2014/7/25,1,OC,20,N,57792
A003,15337,2014/7/25,1,OC,20,N,57792
A003,13343,2014/7/31,1,OC,20,N,57792
A003,13343,2014/7/31,1,OC,20,N,57792
A003,6234,2014/7/8,1,VH,5,Y,57868
A003,6234,2014/7/8,2,OC,28,Y,57868
A003,6235,2014/7/8,1,VH,10,Y,57868
A003,6235,2014/7/8,2,OC,27,Y,57868
A003,6236,2014/7/8,1,VH,10,Y,57868
A003,6236,2014/7/8,2,OC,28,Y,57868
A003,15074,2014/7/9,1,OC,22,N,57876
A003,6984,2014/7/1,1,OC,21,Y,57924
A003,6985,2014/7/1,1,OC,21,Y,57924
A003,6986,2014/7/1,1,OC,20.5,Y,57924
A003,3979,2014/7/6,1,OC,21,Y,57924
A003,3981,2014/7/6,1,VH,10,Y,57924
A003,3981,2014/7/6,2,OC,18.5,Y,57924
A003,12793,2014/7/7,1,VH,5,Y,57924
A003,12793,2014/7/7,2,OC,19.5,Y,57924
A003,2759,2014/7/13,1,OC,20.5,Y,57924
A003,2760,2014/7/13,1,OC,22.5,Y,57924
A003,12680,2014/7/14,1,OC,21,Y,57924
A003,12681,2014/7/14,1,VH,5,Y,57924
A003,12681,2014/7/14,2,OC,20,Y,57924
A003,13780,2014/7/15,1,VH,5,Y,57924
A003,13780,2014/7/15,2,OC,20,Y,57924
A003,6238,2014/7/16,1,OC,22.5,Y,57924
A003,6239,2014/7/16,1,OC,21,Y,57924
A003,6240,2014/7/16,1,OC,21,Y,57924
A003,6241,2014/7/16,1,VH,5,Y,57924
A003,6241,2014/7/16,2,OC,19.5,Y,57924
A003,17040,2014/7/18,1,OC,21,Y,57924
A003,17041,2014/7/18,1,VH,5,Y,57924
A003,17041,2014/7/18,2,OC,19.5,Y,57924
A003,302,2014/7/19,1,OC,21,Y,57924
A003,303,2014/7/19,1,OC,20.5,Y,57924
A003,1626,2014/7/20,1,OC,21,Y,57924
A003,1627,2014/7/20,1,OC,20.5,Y,57924
A003,2863,2014/7/21,1,OC,20.5,Y,57924
A003,12577,2014/7/22,1,VH,10,Y,57924
A003,12577,2014/7/22,2,OC,19,Y,57924
A003,5464,2014/7/23,1,VH,5,Y,57924
A003,5464,2014/7/23,2,OC,18,Y,57924
A003,5127,2014/7/23,1,OC,21,Y,57924
A003,14992,2014/7/24,1,VH,5,Y,57924
A003,14992,2014/7/24,2,OC,19.5,Y,57924
A003,14993,2014/7/24,1,VH,5,Y,57924
A003,14993,2014/7/24,2,OC,18,Y,57924
A003,16837,2014/7/26,1,OC,18,Y,57924
A003,16838,2014/7/26,1,OC,20.5,Y,57924
A003,17990,2014/7/27,1,OC,21,Y,57924
A003,17991,2014/7/27,1,VH,5,Y,57924
A003,17991,2014/7/27,2,OC,19.5,Y,57924
A003,1554,2014/7/28,1,OC,21,Y,57924
A003,1555,2014/7/28,1,OC,20.5,Y,57924
A003,1556,2014/7/28,1,VH,10,Y,57924
A003,1556,2014/7/28,2,OC,19,Y,57924
A003,12666,2014/7/30,1,VH,5,Y,57924
A003,12666,2014/7/30,2,OC,20,Y,57924
A003,12667,2014/7/30,1,OC,20.5,Y,57924
A003,5128,2014/7/23,1,OC,20.5,Y,57924
A003,2758,2014/7/13,1,OC,21,Y,57924
A003,1625,2014/7/20,1,OC,22.5,Y,57924
A003,386,2014/7/27,1,VH,10,Y,57924
A003,386,2014/7/27,2,OC,19,Y,57924
A003,3980,2014/7/6,1,OC,20.5,Y,57924
A003,12792,2014/7/7,1,OC,21,Y,57924
A003,12576,2014/7/22,1,OC,21,Y,57924
A003,16836,2014/7/26,1,VH,5,Y,57924
A003,16836,2014/7/26,2,OC,20,Y,57924
A001,16182,2014/7/1,1,OC,20,N,57980
A001,5332,2014/7/6,1,OC,40,N,57980
A001,289,2014/7/13,1,OC,24.5,N,57980
A001,292,2014/7/13,1,OC,20,N,57980
A001,12499,2014/7/23,1,OC,20,N,57980
A001,12500,2014/7/23,1,CA,100,N,57980
A001,13901,2014/7/11,1,OC,19,N,57980
A001,5881,2014/7/22,2,OC,28,Y,57988
A001,5881,2014/7/22,1,VH,10,Y,57988
A001,16149,2014/7/1,2,OC,8,Y,57988
A001,16149,2014/7/1,1,VH,10,Y,57988
A001,6347,2014/7/23,2,OC,36,Y,57988
A001,6347,2014/7/23,1,VH,3,Y,57988
A001,7921,2014/7/12,2,OC,27,Y,57988
A001,7921,2014/7/12,1,VH,10,Y,57988
A001,7920,2014/7/12,2,OC,29,Y,57988
A001,7920,2014/7/12,1,VH,10,Y,57988
A003,3198,2014/7/5,1,VH,5,Y,58086
A003,3198,2014/7/5,2,OC,20.5,Y,58086
A003,3816,2014/7/6,1,VH,5,Y,58086
A003,3816,2014/7/6,2,OC,23.5,Y,58086
A003,12637,2014/7/7,1,VH,5,Y,58086
A003,12637,2014/7/7,2,OC,15,Y,58086
A003,7588,2014/7/9,1,OC,18,Y,58086
A003,8228,2014/7/10,1,VH,5,Y,58086
A003,8228,2014/7/10,2,OC,20,Y,58086
A003,8228,2014/7/10,1,VH,5,Y,58086
A003,8228,2014/7/10,2,OC,20,Y,58086
A003,12983,2014/7/14,1,OC,23,Y,58086
A003,12984,2014/7/14,1,OC,20,Y,58086
A003,12985,2014/7/14,1,VH,5,Y,58086
A003,12985,2014/7/14,2,OC,20.5,Y,58086
A003,12523,2014/7/14,1,OC,21,Y,58086
A003,12524,2014/7/14,1,OC,20.5,Y,58086
A003,12525,2014/7/14,1,VH,10,Y,58086
A003,12525,2014/7/14,2,OC,10.5,Y,58086
A003,6536,2014/7/16,1,CA,100,Y,58086
A003,6537,2014/7/16,1,VH,5,Y,58086
A003,6537,2014/7/16,2,OC,19.5,Y,58086
A003,6538,2014/7/16,1,VH,5,Y,58086
A003,6538,2014/7/16,2,OC,18,Y,58086
A003,15654,2014/7/17,1,OC,20.5,Y,58086
A003,1397,2014/7/20,1,OC,20,Y,58086
A003,12217,2014/7/21,1,VH,3,Y,58086
A003,12217,2014/7/21,2,OC,47,Y,58086
A003,3610,2014/7/21,1,VH,3,Y,58086
A003,3610,2014/7/21,2,OC,47,Y,58086
A003,3611,2014/7/21,1,VH,3,Y,58086
A003,3611,2014/7/21,2,OC,41,Y,58086
A003,13680,2014/7/23,1,OC,20.5,Y,58086
A003,17862,2014/7/27,1,OC,20,Y,58086
A003,660,2014/7/27,1,VH,2,Y,58086
A003,660,2014/7/27,2,OC,21,Y,58086
A003,10108,2014/7/28,1,OC,20.5,Y,58086
A003,13997,2014/7/1,1,VH,5,Y,58086
A003,13997,2014/7/1,2,OC,19.5,Y,58086
A003,16682,2014/7/26,1,VH,5,Y,58086
A003,16682,2014/7/26,2,OC,20,Y,58086
A003,1685,2014/7/4,1,VH,5,Y,58086
A003,1685,2014/7/4,2,OC,25,Y,58086
A003,11327,2014/7/13,1,OC,20,Y,58086
A003,13671,2014/7/15,1,OC,20.5,Y,58086
A003,3609,2014/7/21,1,VH,3,Y,58086
A003,3609,2014/7/21,2,OC,51,Y,58086
A003,13576,2014/7/31,1,OC,20.5,Y,58086
A003,8004,2014/7/2,1,VH,5,Y,58086
A003,8004,2014/7/2,2,OC,19.5,Y,58086
A003,8621,2014/7/18,1,VH,5,Y,58086
A003,8621,2014/7/18,2,OC,18,Y,58086
A003,659,2014/7/27,1,VH,2,Y,58086
A003,659,2014/7/27,2,OC,23.5,Y,58086
A003,4134,2014/7/30,1,VH,2,Y,58086
A003,4134,2014/7/30,2,OC,23.5,Y,58086
A002,722,2014/7/24,1,OC,60,N,58094
A002,13167,2014/7/2,1,OC,93,N,58094
A002,13167,2014/7/2,1,OC,93,N,58094
A002,13167,2014/7/2,1,OC,93,N,58094
A002,14510,2014/7/10,1,OC,35,N,58122
A003,12260,2014/7/22,1,OC,20.5,Y,58180
A003,12261,2014/7/22,1,OC,25,Y,58180
A003,11219,2014/7/6,1,OC,27.5,Y,58180
A003,11218,2014/7/6,1,VH,5,Y,58180
A003,11218,2014/7/6,2,OC,22.5,Y,58180
A003,11217,2014/7/6,1,OC,20.5,Y,58180
A002,1223,2014/7/1,1,OC,19,N,58208
A002,10001,2014/7/7,1,OC,24.5,N,58208
A002,418,2014/7/8,1,OC,34,N,58208
A002,10724,2014/7/15,1,OC,22,N,58208
A002,8367,2014/7/15,1,OC,49,N,58208
A002,12094,2014/7/16,1,OC,44,N,58208
A002,13239,2014/7/17,1,OC,44,N,58208
A002,12702,2014/7/17,1,OC,35,N,58208
A002,3673,2014/7/19,1,OC,44,N,58208
A002,17014,2014/7/21,1,OC,22,N,58208
A002,6155,2014/7/21,1,OC,37,N,58208
A002,5216,2014/7/21,1,OC,24.5,N,58208
A002,13751,2014/7/26,1,OC,44,N,58208
A002,16085,2014/7/28,1,OC,44,N,58208
A002,4352,2014/7/28,1,OC,19,N,58208
A002,6082,2014/7/29,1,OC,32,N,58208
A002,12886,2014/7/2,1,OC,30,N,58208
A002,15301,2014/7/4,1,OC,34,N,58208
A002,12886,2014/7/2,1,OC,30,N,58208
A002,15456,2014/7/11,1,OC,37,N,58208
A002,12886,2014/7/2,1,OC,30,N,58208
A002,10868,2014/7/23,1,OC,35,N,58208
A003,1143,2014/7/3,1,VH,3,Y,58378
A003,1143,2014/7/3,2,OC,31,Y,58378
A003,15706,2014/7/17,1,OC,22.5,Y,58378
A003,15707,2014/7/17,1,VH,5,Y,58378
A003,15707,2014/7/17,2,OC,24,Y,58378
A003,15708,2014/7/17,1,OC,21,Y,58378
A003,18057,2014/7/19,1,OC,29,Y,58378
A003,1375,2014/7/20,1,VH,5,Y,58378
A003,1375,2014/7/20,2,OC,24,Y,58378
A003,1376,2014/7/20,1,OC,24,Y,58378
A003,8048,2014/7/26,1,OC,25,Y,58378
A003,8049,2014/7/26,1,OC,21,Y,58378
A003,7970,2014/7/2,1,VH,5,Y,58378
A003,7970,2014/7/2,2,OC,19.5,Y,58378
A003,15709,2014/7/17,1,OC,16,Y,58378
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,11152,2014/7/1,1,OC,20,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,1,VH,3,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,6936,2014/7/1,2,OC,33,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,1,VH,5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,12313,2014/7/3,2,OC,17.5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,1,VH,5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13298,2014/7/4,2,OC,19.5,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13170,2014/7/4,1,OC,20,Y,58390
A004,13204,2014/7/4,1,OC,23.5,Y,58390
A004,13204,2014/7/4,1,OC,23.5,Y,58390
A004,13204,2014/7/4,1,OC,23.5,Y,58390
A004,13204,2014/7/4,1,OC,23.5,Y,58390
A004,13204,2014/7/4,1,OC,23.5,Y,58390
A004,13204,2014/7/4,1,OC,23.5,Y,58390
A004,13204,2014/7/4,1,OC,23.5,Y,58390
