BR_CDE,CHECK_NO,SLS_DT,TX_SEQ,TX_DT,SI_DEP_CDE,SI_NO,UNIT_PRICE,QTY,SLS_PRICE,NET_TOTAL,TAKEOUT,LC_OCT_ID
A003,6716,2014/7/8,2,19:05:39,18,S8D008,0,1,0,36,Y,55832
A003,14051,2014/7/8,4,11:04:03,20,S8NE35,0,1,0,28.5,N,55832
A003,14051,2014/7/8,1,11:04:03,2,S10465,25,1,25,28.5,N,55832
A003,14051,2014/7/8,2,11:04:03,,S8D041,3,1,3,28.5,N,55832
A003,14051,2014/7/8,3,11:04:03,20,S8ND91,0,1,0,28.5,N,55832
A003,14052,2014/7/8,1,11:04:21,2,S10462,20,1,20,23.5,N,55832
A003,14052,2014/7/8,3,11:04:21,18,S8D281,0,1,0,23.5,N,55832
A003,14052,2014/7/8,4,11:04:21,20,S8NE35,0,1,0,23.5,N,55832
A003,14052,2014/7/8,2,11:04:21,,S8D041,3,1,3,23.5,N,55832
A003,14053,2014/7/8,4,11:04:42,20,S8N041,0,1,0,26,N,55832
A003,14053,2014/7/8,3,11:04:42,18,S8D281,0,1,0,26,N,55832
A003,14053,2014/7/8,5,11:04:42,20,S8N049,0,1,0,26,N,55832
A003,14053,2014/7/8,1,11:04:42,3,S11009,23,1,23,26,N,55832
A003,14053,2014/7/8,2,11:04:42,,S8D041,3,1,3,26,N,55832
A003,14053,2014/7/8,6,11:04:42,20,S8N050,0,1,0,26,N,55832
A003,14200,2014/7/8,1,12:53:02,5,S12747,30,1,30,30,Y,55226
A003,14200,2014/7/8,2,12:53:02,18,S8D054,0,1,0,30,Y,55226
A003,14393,2014/7/8,1,15:02:12,7,S13609,19,1,19,25.5,N,57638
A003,14393,2014/7/8,3,15:02:12,17,S8M072,6,1,6,25.5,N,57638
A003,14393,2014/7/8,2,15:02:12,18,S8D006,0,1,0,25.5,N,57638
A003,6984,2014/7/9,3,8:14:55,20,S8NE35,0,1,0,20,N,56932
A003,6984,2014/7/9,2,8:14:55,18,S8D003,0,1,0,20,N,56932
A003,6984,2014/7/9,1,8:14:55,3,S10999,20,1,20,20,N,56932
A003,6984,2014/7/9,4,8:14:55,20,S8NE37,0,1,0,20,N,56932
A003,7187,2014/7/9,4,10:05:20,20,S8NF50,0,1,0,20,N,55556
A003,7187,2014/7/9,1,10:05:20,3,S11007,20,1,20,20,N,55556
A003,7187,2014/7/9,3,10:05:20,20,S8NE35,0,1,0,20,N,55556
A003,7187,2014/7/9,2,10:05:20,18,S8D002,0,1,0,20,N,55556
A003,7288,2014/7/9,1,11:40:00,,TEST,100,1,100,100,N,55832
A003,7289,2014/7/9,1,11:40:23,5,S12747,30,1,30,33,N,55832
A003,7289,2014/7/9,2,11:40:23,,S8D041,3,1,3,33,N,55832
A003,7290,2014/7/9,4,11:41:00,14,S09701,13,1,13,46,N,55832
A003,7290,2014/7/9,5,11:41:00,18,S8D278,0,1,0,46,N,55832
A003,7290,2014/7/9,3,11:41:00,18,S8D281,0,1,0,46,N,55832
A003,7290,2014/7/9,1,11:41:00,5,S12747,30,1,30,46,N,55832
A003,7290,2014/7/9,2,11:41:00,,S8D041,3,1,3,46,N,55832
A003,7312,2014/7/9,1,12:14:46,5,S12747,30,1,30,30,N,56932
A003,7312,2014/7/9,2,12:14:46,18,S8D000,0,1,0,30,N,56932
A003,7627,2014/7/9,1,15:05:57,7,S14837,16,1,16,22,N,57638
A003,7627,2014/7/9,3,15:05:57,17,S8M072,6,1,6,22,N,57638
A003,7627,2014/7/9,2,15:05:57,18,S8D006,0,1,0,22,N,57638
A003,7700,2014/7/9,1,16:24:12,12,S18127,23,1,23,23,N,57622
A003,7700,2014/7/9,3,16:24:12,18,S8D278,0,1,0,23,N,57622
A003,7700,2014/7/9,4,16:24:12,20,S8N199,0,1,0,23,N,57622
A003,7700,2014/7/9,2,16:24:12,18,S8D000,0,1,0,23,N,57622
A003,14929,2014/7/9,1,8:16:04,2,S10455,20,1,20,24.5,N,56620
A003,14929,2014/7/9,5,8:16:04,20,S8NE35,0,1,0,24.5,N,56620
A003,14929,2014/7/9,4,8:16:04,17,S8M252,4,1,4,24.5,N,56620
A003,14929,2014/7/9,3,8:16:04,18,S8D279,0,1,0,24.5,N,56620
A003,14929,2014/7/9,2,8:16:04,18,S8D000,0,1,0,24.5,N,56620
A003,14939,2014/7/9,1,8:21:56,2,S11005,18,1,18,22,N,57638
A003,14939,2014/7/9,3,8:21:56,17,S8M112,4,1,4,22,N,57638
A003,14939,2014/7/9,2,8:21:56,18,S8D000,0,1,0,22,N,57638
A003,15074,2014/7/9,1,9:49:06,2,S10472,18,1,18,22,N,57876
A003,15074,2014/7/9,2,9:49:06,18,S8D004,0,1,0,22,N,57876
A003,15074,2014/7/9,3,9:49:06,17,S8M118,4,1,4,22,N,57876
A003,15116,2014/7/9,4,10:18:41,20,S8NE35,0,1,0,25,N,54812
A003,15116,2014/7/9,3,10:18:41,20,S8NA01,0,1,0,25,N,54812
A003,15116,2014/7/9,1,10:18:41,2,S10485,25,1,25,25,N,54812
A003,15116,2014/7/9,2,10:18:41,18,S8D210,0,1,0,25,N,54812
A003,15117,2014/7/9,3,10:19:05,20,S8NA77,0,1,0,25,N,54812
A003,15117,2014/7/9,4,10:19:05,20,S8NE35,0,1,0,25,N,54812
A003,15117,2014/7/9,1,10:19:05,2,S10486,25,1,25,25,N,54812
A003,15117,2014/7/9,2,10:19:05,18,S8D210,0,1,0,25,N,54812
A003,15805,2014/7/9,1,18:51:50,10,S15933,39,1,39,39,Y,55832
A003,15805,2014/7/9,2,18:51:50,18,S8D008,0,1,0,39,Y,55832
A003,15806,2014/7/9,1,18:52:01,12,S07654,30,1,30,30,Y,55832
A003,8110,2014/7/10,4,8:22:13,20,S8NF50,0,1,0,20,N,57638
A003,8110,2014/7/10,3,8:22:13,20,S8NE35,0,1,0,20,N,57638
A003,8110,2014/7/10,1,8:22:13,3,S10998,20,1,20,20,N,57638
A003,8110,2014/7/10,2,8:22:13,18,S8D000,0,1,0,20,N,57638
A003,8272,2014/7/10,1,10:10:57,2,S10460,25,1,25,29,N,56620
A003,8272,2014/7/10,5,10:10:57,20,S8NE35,0,1,0,29,N,56620
A003,8272,2014/7/10,4,10:10:57,17,S8M252,4,1,4,29,N,56620
A003,8272,2014/7/10,3,10:10:57,18,S8D279,0,1,0,29,N,56620
A003,8272,2014/7/10,2,10:10:57,18,S8D000,0,1,0,29,N,56620
A003,8728,2014/7/10,1,15:02:33,7,S13676,18,1,18,24,N,57638
A003,8728,2014/7/10,3,15:02:33,17,S8M072,6,1,6,24,N,57638
A003,8728,2014/7/10,2,15:02:33,18,S8D006,0,1,0,24,N,57638
A003,16257,2014/7/10,1,10:00:34,,TEST,100,1,100,100,N,55556
A003,16258,2014/7/10,4,10:01:04,20,S8NF50,0,1,0,20,N,55556
A003,16258,2014/7/10,1,10:01:04,3,S11007,20,1,20,20,N,55556
A003,16258,2014/7/10,3,10:01:04,20,S8NE35,0,1,0,20,N,55556
A003,16258,2014/7/10,2,10:01:04,18,S8D002,0,1,0,20,N,55556
A003,16378,2014/7/10,2,11:38:44,16,S8I031,9,1,9,39,N,55832
A003,16378,2014/7/10,1,11:38:44,12,S07657,30,1,30,39,N,55832
A003,16379,2014/7/10,2,11:39:02,16,S8D049,8,1,8,38,N,55832
A003,16379,2014/7/10,3,11:39:02,18,S8D281,0,1,0,38,N,55832
A003,16379,2014/7/10,1,11:39:02,12,S07657,30,1,30,38,N,55832
A003,16795,2014/7/10,2,17:24:09,18,S8D003,0,1,0,20,N,55102
A003,16795,2014/7/10,1,17:24:09,7,S13683,20,1,20,20,N,55102
A003,16910,2014/7/10,1,19:08:42,,TEST,100,1,100,100,N,55832
A003,16911,2014/7/10,3,19:08:59,20,S8NC80,0,1,0,44,Y,55832
A003,16911,2014/7/10,1,19:08:59,10,S16415,44,1,44,44,Y,55832
A003,16911,2014/7/10,2,19:08:59,18,S8D008,0,1,0,44,Y,55832
A003,149,2014/7/11,3,8:18:35,20,S8NE35,0,1,0,20,N,56932
A003,149,2014/7/11,2,8:18:35,18,S8D003,0,1,0,20,N,56932
A003,149,2014/7/11,1,8:18:35,3,S10999,20,1,20,20,N,56932
A003,149,2014/7/11,4,8:18:35,20,S8NE37,0,1,0,20,N,56932
A003,160,2014/7/11,1,8:22:29,2,S11005,18,1,18,22,N,57638
A003,160,2014/7/11,3,8:22:29,17,S8M112,4,1,4,22,N,57638
A003,160,2014/7/11,2,8:22:29,18,S8D000,0,1,0,22,N,57638
A003,17345,2014/7/11,4,10:05:44,20,S8NF50,0,1,0,20,N,55556
A003,17345,2014/7/11,1,10:05:44,3,S11007,20,1,20,20,N,55556
A003,17345,2014/7/11,3,10:05:44,20,S8NE35,0,1,0,20,N,55556
A003,17345,2014/7/11,2,10:05:44,18,S8D002,0,1,0,20,N,55556
A003,17466,2014/7/11,1,11:29:11,,TEST,100,1,100,100,N,55832
A003,17467,2014/7/11,1,11:29:44,2,S10462,20,1,20,23.5,N,55832
A003,17467,2014/7/11,3,11:29:44,20,S8NE35,0,1,0,23.5,N,55832
A003,17467,2014/7/11,2,11:29:44,,S8D041,3,1,3,23.5,N,55832
A003,17468,2014/7/11,1,11:30:15,2,S10462,20,1,20,23.5,N,55832
A003,17468,2014/7/11,3,11:30:15,18,S8D281,0,1,0,23.5,N,55832
A003,17468,2014/7/11,4,11:30:15,20,S8NE35,0,1,0,23.5,N,55832
A003,17468,2014/7/11,2,11:30:15,,S8D041,3,1,3,23.5,N,55832
A003,17469,2014/7/11,3,11:30:39,18,S8D278,0,1,0,27.5,N,55832
A003,17469,2014/7/11,1,11:30:39,2,S10462,20,1,20,27.5,N,55832
A003,17469,2014/7/11,5,11:30:39,20,S8NE35,0,1,0,27.5,N,55832
A003,17469,2014/7/11,4,11:30:39,17,S8M252,4,1,4,27.5,N,55832
A003,17469,2014/7/11,2,11:30:39,,S8D038,3,1,3,27.5,N,55832
A003,1361,2014/7/12,3,8:04:19,20,S8NE35,0,1,0,20,N,56932
A003,1361,2014/7/12,2,8:04:19,18,S8D003,0,1,0,20,N,56932
A003,1361,2014/7/12,1,8:04:19,3,S10999,20,1,20,20,N,56932
A003,1361,2014/7/12,4,8:04:19,20,S8NE37,0,1,0,20,N,56932
A003,1364,2014/7/12,1,8:06:50,2,S11005,18,1,18,22,N,57638
A003,1364,2014/7/12,3,8:06:50,17,S8M112,4,1,4,22,N,57638
A003,1364,2014/7/12,2,8:06:50,18,S8D000,0,1,0,22,N,57638
A003,1416,2014/7/12,5,8:54:56,20,S8NE35,0,1,0,24.5,N,56620
A003,1416,2014/7/12,1,8:54:56,2,S10456,20,1,20,24.5,N,56620
A003,1416,2014/7/12,4,8:54:56,17,S8M252,4,1,4,24.5,N,56620
A003,1416,2014/7/12,3,8:54:56,18,S8D279,0,1,0,24.5,N,56620
A003,1416,2014/7/12,2,8:54:56,18,S8D000,0,1,0,24.5,N,56620
A003,1445,2014/7/12,4,9:06:20,20,S8NF50,0,1,0,20,N,55556
A003,1445,2014/7/12,1,9:06:20,3,S11007,20,1,20,20,N,55556
A003,1445,2014/7/12,3,9:06:20,20,S8NE35,0,1,0,20,N,55556
A003,1445,2014/7/12,2,9:06:20,18,S8D002,0,1,0,20,N,55556
A003,1942,2014/7/12,1,15:04:49,7,S13609,19,1,19,25.5,N,57638
A003,1942,2014/7/12,3,15:04:49,17,S8M072,6,1,6,25.5,N,57638
A003,1942,2014/7/12,2,15:04:49,18,S8D006,0,1,0,25.5,N,57638
A003,2248,2014/7/12,1,19:08:13,10,S17051,51,1,51,51,N,56620
A003,2248,2014/7/12,2,19:08:13,18,S8D063,0,1,0,51,N,56620
A003,10395,2014/7/12,1,11:38:40,,TEST,100,1,100,100,N,55832
A003,10396,2014/7/12,2,11:38:59,16,S8D049,8,1,8,38,N,55832
A003,10396,2014/7/12,1,11:38:59,12,S07657,30,1,30,38,N,55832
A003,10397,2014/7/12,1,11:39:46,5,S12747,30,1,30,51,N,55832
A003,10397,2014/7/12,2,11:39:46,,S8I291,6,1,6,51,N,55832
A003,10397,2014/7/12,3,11:39:46,14,S09720,15,1,15,51,N,55832
A003,10435,2014/7/12,1,12:01:53,5,S12747,30,1,30,35,Y,56818
A003,10435,2014/7/12,2,12:01:53,,S8I346,5,1,5,35,Y,56818
A003,10436,2014/7/12,1,12:02:03,,TEST,100,1,100,100,N,56818
A003,10990,2014/7/12,1,19:41:30,10,S15933,39,1,39,39,Y,55832
A003,10990,2014/7/12,2,19:41:30,18,S8D008,0,1,0,39,Y,55832
A003,2521,2014/7/13,4,8:05:21,20,S8NF50,0,1,0,20,N,57638
A003,2521,2014/7/13,3,8:05:21,20,S8NE35,0,1,0,20,N,57638
A003,2521,2014/7/13,1,8:05:21,3,S10998,20,1,20,20,N,57638
A003,2521,2014/7/13,2,8:05:21,18,S8D000,0,1,0,20,N,57638
A003,2688,2014/7/13,4,9:14:48,20,S8NF50,0,1,0,20,N,55556
A003,2688,2014/7/13,1,9:14:48,3,S11007,20,1,20,20,N,55556
A003,2688,2014/7/13,3,9:14:48,20,S8NE35,0,1,0,20,N,55556
A003,2688,2014/7/13,2,9:14:48,18,S8D002,0,1,0,20,N,55556
A003,3573,2014/7/13,1,20:03:50,,TEST,100,2,200,200,N,55556
A003,3574,2014/7/13,1,20:04:20,10,S16950,50,1,50,50,N,55556
A003,3574,2014/7/13,2,20:04:20,18,S8D063,0,1,0,50,N,55556
A003,3575,2014/7/13,3,20:04:49,18,S8D283,0,1,0,45,N,55556
A003,3575,2014/7/13,2,20:04:49,18,S8D055,0,1,0,45,N,55556
A003,3575,2014/7/13,1,20:04:49,10,S16938,45,1,45,45,N,55556
A003,11510,2014/7/13,1,11:36:02,,TEST,100,1,100,100,N,55832
A003,11511,2014/7/13,1,11:36:42,4,S01893,30,1,30,39,N,55832
A003,11511,2014/7/13,2,11:36:42,16,S8I030,9,1,9,39,N,55832
A003,11512,2014/7/13,2,11:37:18,16,S8D049,8,1,8,51,N,55832
A003,11512,2014/7/13,6,11:37:18,18,S8D281,0,1,0,51,N,55832
A003,11512,2014/7/13,3,11:37:18,18,S8D281,0,1,0,51,N,55832
A003,11512,2014/7/13,4,11:37:18,20,S8NC80,0,1,0,51,N,55832
A003,11512,2014/7/13,1,11:37:18,12,S07657,30,1,30,51,N,55832
A003,11512,2014/7/13,5,11:37:18,14,S09704,13,1,13,51,N,55832
A003,11828,2014/7/13,3,15:05:05,20,S8N041,0,1,0,30,N,56002
A003,11828,2014/7/13,2,15:05:05,,S8D041,3,1,3,30,N,56002
A003,11828,2014/7/13,1,15:05:05,8,S14232,27,1,27,30,N,56002
A003,11829,2014/7/13,1,15:05:23,7,S13691,20,1,20,20,N,56002
A003,11829,2014/7/13,2,15:05:23,18,S8D054,0,1,0,20,N,56002
A003,11830,2014/7/13,3,15:05:54,20,S8N041,0,1,0,30,N,56002
A003,11830,2014/7/13,2,15:05:54,,S8D041,3,1,3,30,N,56002
A003,11830,2014/7/13,1,15:05:54,8,S14232,27,1,27,30,N,56002
A003,11875,2014/7/13,1,15:30:32,7,S13609,19,1,19,25.5,N,57638
A003,11875,2014/7/13,3,15:30:32,17,S8M072,6,1,6,25.5,N,57638
A003,11875,2014/7/13,2,15:30:32,18,S8D006,0,1,0,25.5,N,57638
A003,3713,2014/7/14,4,8:00:20,20,S8NF50,0,1,0,20,N,57638
A003,3713,2014/7/14,3,8:00:20,20,S8NE35,0,1,0,20,N,57638
A003,3713,2014/7/14,1,8:00:20,3,S10998,20,1,20,20,N,57638
A003,3713,2014/7/14,2,8:00:20,18,S8D000,0,1,0,20,N,57638
A003,3842,2014/7/14,4,9:26:48,20,S8NF50,0,1,0,20,N,55556
A003,3842,2014/7/14,1,9:26:48,3,S11007,20,1,20,20,N,55556
A003,3842,2014/7/14,3,9:26:48,20,S8NE35,0,1,0,20,N,55556
A003,3842,2014/7/14,2,9:26:48,18,S8D002,0,1,0,20,N,55556
A003,4221,2014/7/14,1,14:22:14,12,S18132,23,1,23,23,N,56002
A003,4221,2014/7/14,2,14:22:14,18,S8D005,0,1,0,23,N,56002
A003,4222,2014/7/14,2,14:22:33,18,S8D005,0,1,0,20,N,56002
A003,4222,2014/7/14,1,14:22:33,7,S13691,20,1,20,20,N,56002
A003,4223,2014/7/14,2,14:22:52,18,S8D005,0,1,0,20,Y,56002
A003,4223,2014/7/14,1,14:22:52,7,S13691,20,1,20,20,Y,56002
A003,4224,2014/7/14,1,14:23:34,7,S13673,21,1,21,21,Y,56002
A003,4224,2014/7/14,2,14:23:34,18,S8D004,0,1,0,21,Y,56002
A003,4336,2014/7/14,3,15:30:04,20,S8N041,0,1,0,18,N,57638
A003,4336,2014/7/14,2,15:30:04,18,S8D006,0,1,0,18,N,57638
A003,4336,2014/7/14,1,15:30:04,8,S14235,18,1,18,18,N,57638
A003,4342,2014/7/14,1,15:36:15,,TEST,100,1,100,100,N,55832
A003,4343,2014/7/14,2,15:36:30,18,S8K001,0,1,0,24,N,55832
A003,4343,2014/7/14,1,15:36:30,7,S14743,24,1,24,24,N,55832
A003,4344,2014/7/14,2,15:36:42,18,S8K001,0,1,0,24,N,55832
A003,4344,2014/7/14,1,15:36:42,7,S14743,24,1,24,24,N,55832
A003,4345,2014/7/14,1,15:37:24,12,S18181,25,1,25,25,N,55832
A003,4345,2014/7/14,2,15:37:24,18,S8D054,0,1,0,25,N,55832
A003,4346,2014/7/14,2,15:37:38,18,S8K001,0,1,0,19,N,55832
A003,4346,2014/7/14,1,15:37:38,7,S13619,19,1,19,19,N,55832
A003,4636,2014/7/14,1,19:32:25,12,S07633,32,1,32,32,N,56002
A003,12684,2014/7/14,3,10:39:12,20,S8NE35,0,1,0,25,Y,56002
A003,12684,2014/7/14,2,10:39:12,18,S8D005,0,1,0,25,Y,56002
A003,12684,2014/7/14,1,10:39:12,2,S10486,25,1,25,25,Y,56002
A003,12685,2014/7/14,3,10:39:26,20,S8NE35,0,1,0,25,N,56002
A003,12685,2014/7/14,2,10:39:26,18,S8D004,0,1,0,25,N,56002
A003,12685,2014/7/14,1,10:39:26,2,S10494,25,1,25,25,N,56002
A003,12686,2014/7/14,4,10:39:45,20,S8NF50,0,1,0,20,N,56002
A003,12686,2014/7/14,3,10:39:45,20,S8NE35,0,1,0,20,N,56002
A003,12686,2014/7/14,2,10:39:45,18,S8D003,0,1,0,20,N,56002
A003,12686,2014/7/14,1,10:39:45,3,S10998,20,1,20,20,N,56002
A003,13345,2014/7/14,1,19:03:29,10,S17061,53,1,53,53,N,56002
A003,13346,2014/7/14,1,19:04:07,10,S16950,50,1,50,50,N,56002
A003,13346,2014/7/14,2,19:04:07,18,S8D063,0,1,0,50,N,56002
A003,13347,2014/7/14,1,19:04:53,11,S17336,48,1,48,48,N,56002
A003,13347,2014/7/14,2,19:04:53,20,S8ND85,0,1,0,48,N,56002
A003,13348,2014/7/14,3,19:06:03,20,S8NF07,0,1,0,35,N,56002
A003,13348,2014/7/14,1,19:06:03,9,S05109,30,1,30,35,N,56002
A003,13348,2014/7/14,2,19:06:03,16,S8D060,5,1,5,35,N,56002
A003,4970,2014/7/15,4,8:49:05,20,S8NF50,0,1,0,20,N,55556
A003,4970,2014/7/15,1,8:49:05,3,S11007,20,1,20,20,N,55556
A003,4970,2014/7/15,3,8:49:05,20,S8NE35,0,1,0,20,N,55556
A003,4970,2014/7/15,2,8:49:05,18,S8D002,0,1,0,20,N,55556
A003,5601,2014/7/15,3,16:41:12,20,S8N041,0,1,0,27,N,55598
A003,5601,2014/7/15,1,16:41:12,8,S14232,27,1,27,27,N,55598
A003,5601,2014/7/15,2,16:41:12,18,S8D000,0,1,0,27,N,55598
A003,5840,2014/7/15,1,19:51:02,,TEST,100,1,100,100,N,56818
A003,5841,2014/7/15,2,19:51:19,,S8I346,5,1,5,41,N,56818
A003,5841,2014/7/15,1,19:51:19,12,S18174,36,1,36,41,N,56818
A003,5842,2014/7/15,1,19:51:40,10,S17049,49,1,49,49,N,56818
A003,5842,2014/7/15,2,19:51:40,18,S8D063,0,1,0,49,N,56818
A003,5843,2014/7/15,1,19:52:07,10,S17051,51,1,51,51,N,56818
A003,5843,2014/7/15,2,19:52:07,18,S8D063,0,1,0,51,N,56818
A003,13579,2014/7/15,1,8:25:31,2,S11005,18,1,18,22,N,57638
A003,13579,2014/7/15,3,8:25:31,17,S8M112,4,1,4,22,N,57638
A003,13579,2014/7/15,2,8:25:31,18,S8D000,0,1,0,22,N,57638
A003,13607,2014/7/15,5,8:42:01,20,S8NE35,0,1,0,24.5,N,56620
A003,13607,2014/7/15,1,8:42:01,2,S10456,20,1,20,24.5,N,56620
A003,13607,2014/7/15,4,8:42:01,17,S8M252,4,1,4,24.5,N,56620
A003,13607,2014/7/15,3,8:42:01,18,S8D279,0,1,0,24.5,N,56620
A003,13607,2014/7/15,2,8:42:01,18,S8D000,0,1,0,24.5,N,56620
A003,13780,2014/7/15,3,10:40:21,20,S8NE35,0,1,0,25,N,57924
A003,13844,2014/7/15,1,11:22:36,,TEST,100,1,100,100,N,55832
A003,13845,2014/7/15,1,11:22:50,2,S10462,20,1,20,23.5,N,55832
A003,13845,2014/7/15,3,11:22:50,20,S8NE35,0,1,0,23.5,N,55832
A003,13845,2014/7/15,2,11:22:50,,S8D041,3,1,3,23.5,N,55832
A003,13846,2014/7/15,1,11:23:21,2,S10462,20,1,20,23.5,N,55832
A003,13846,2014/7/15,3,11:23:21,18,S8D281,0,1,0,23.5,N,55832
A003,13846,2014/7/15,4,11:23:21,20,S8NE35,0,1,0,23.5,N,55832
A003,13846,2014/7/15,2,11:23:21,,S8D041,3,1,3,23.5,N,55832
A003,13847,2014/7/15,3,11:23:40,20,S8NE35,0,1,0,28,N,55832
A003,13847,2014/7/15,1,11:23:40,2,S10494,25,1,25,28,N,55832
A003,13847,2014/7/15,2,11:23:40,,S8D041,3,1,3,28,N,55832
A003,14155,2014/7/15,1,15:06:55,7,S13609,19,1,19,25.5,N,57638
A003,14155,2014/7/15,3,15:06:55,17,S8M072,6,1,6,25.5,N,57638
A003,14155,2014/7/15,2,15:06:55,18,S8D006,0,1,0,25.5,N,57638
A003,6070,2014/7/16,4,8:21:56,20,S8NF50,0,1,0,20,N,57638
A003,6070,2014/7/16,3,8:21:56,20,S8NE35,0,1,0,20,N,57638
A003,6070,2014/7/16,1,8:21:56,3,S10998,20,1,20,20,N,57638
A003,6070,2014/7/16,2,8:21:56,18,S8D000,0,1,0,20,N,57638
A003,6077,2014/7/16,3,8:24:17,20,S8NE35,0,1,0,20,N,56932
A003,6077,2014/7/16,2,8:24:17,18,S8D003,0,1,0,20,N,56932
A003,6077,2014/7/16,1,8:24:17,3,S10999,20,1,20,20,N,56932
A003,6077,2014/7/16,4,8:24:17,20,S8NE37,0,1,0,20,N,56932
A003,6241,2014/7/16,4,10:22:10,20,S8NE35,0,1,0,24.5,N,57924
A003,6287,2014/7/16,1,10:57:28,,TEST,100,1,100,100,N,55832
A003,6288,2014/7/16,3,10:58:11,20,S8NE35,0,1,0,28,N,55832
A003,6288,2014/7/16,1,10:58:11,2,S10494,25,1,25,28,N,55832
A003,6288,2014/7/16,2,10:58:11,,S8D041,3,1,3,28,N,55832
A003,6289,2014/7/16,1,10:58:22,2,S10462,20,1,20,23.5,N,55832
A003,6289,2014/7/16,3,10:58:22,18,S8D281,0,1,0,23.5,N,55832
A003,6289,2014/7/16,4,10:58:22,20,S8NE35,0,1,0,23.5,N,55832
A003,6289,2014/7/16,2,10:58:22,,S8D041,3,1,3,23.5,N,55832
A003,6290,2014/7/16,3,10:58:50,18,S8D281,0,1,0,21,N,55832
A003,6290,2014/7/16,1,10:58:50,2,S11005,18,1,18,21,N,55832
A003,6290,2014/7/16,2,10:58:50,,S8D041,3,1,3,21,N,55832
A003,6889,2014/7/16,1,18:54:46,10,S16415,44,1,44,44,Y,55832
A003,6889,2014/7/16,2,18:54:46,18,S8D008,0,1,0,44,Y,55832
A003,14659,2014/7/16,4,9:32:09,20,S8NF50,0,1,0,20,N,55556
A003,14659,2014/7/16,1,9:32:09,3,S11007,20,1,20,20,N,55556
A003,14659,2014/7/16,3,9:32:09,20,S8NE35,0,1,0,20,N,55556
A003,14659,2014/7/16,2,9:32:09,18,S8D002,0,1,0,20,N,55556
A003,15138,2014/7/16,3,15:24:11,20,S8N041,0,1,0,27,N,57638
A003,15138,2014/7/16,1,15:24:11,8,S14232,27,1,27,27,N,57638
A003,15138,2014/7/16,2,15:24:11,18,S8D006,0,1,0,27,N,57638
A003,15152,2014/7/16,1,15:39:27,7,S13676,18,1,18,24,N,57638
A003,15152,2014/7/16,3,15:39:27,17,S8M072,6,1,6,24,N,57638
A003,15152,2014/7/16,2,15:39:27,18,S8D006,0,1,0,24,N,57638
A003,15153,2014/7/16,1,15:39:55,,TEST,100,1,100,100,N,57638
A003,15217,2014/7/16,1,17:54:41,,TEST,100,1,100,100,N,57622
A003,15282,2014/7/16,1,18:47:18,9,S05049,37,1,37,42,N,55832
A003,15282,2014/7/16,2,18:47:18,16,S8D060,5,1,5,42,N,55832
A003,15283,2014/7/16,1,18:47:38,9,S05112,30,1,30,30,N,55832
A003,15283,2014/7/16,2,18:47:38,20,S8N216,0,1,0,30,N,55832
A003,7194,2014/7/17,1,8:18:35,2,S11005,18,1,18,22,N,57638
A003,7194,2014/7/17,3,8:18:35,17,S8M112,4,1,4,22,N,57638
A003,7194,2014/7/17,2,8:18:35,18,S8D000,0,1,0,22,N,57638
A003,7210,2014/7/17,3,8:28:21,20,S8NE35,0,1,0,20,N,56932
A003,7210,2014/7/17,2,8:28:21,18,S8D003,0,1,0,20,N,56932
A003,7210,2014/7/17,1,8:28:21,3,S10999,20,1,20,20,N,56932
A003,7210,2014/7/17,4,8:28:21,20,S8NE37,0,1,0,20,N,56932
A003,7455,2014/7/17,1,12:12:37,4,S02087,34,1,34,34,N,56932
A003,7796,2014/7/17,1,18:10:26,10,S16950,50,1,50,50,Y,55630
A003,7796,2014/7/17,3,18:10:26,20,S9P434,0,1,0,50,Y,55630
A003,7796,2014/7/17,2,18:10:26,18,S8D063,0,1,0,50,Y,55630
A003,15677,2014/7/17,4,9:32:56,20,S8NF50,0,1,0,20,N,55556
A003,15677,2014/7/17,1,9:32:56,3,S11007,20,1,20,20,N,55556
A003,15677,2014/7/17,3,9:32:56,20,S8NE35,0,1,0,20,N,55556
A003,15677,2014/7/17,2,9:32:56,18,S8D002,0,1,0,20,N,55556
A003,15777,2014/7/17,1,10:29:10,,TEST,100,5,500,500,N,55680
A003,15780,2014/7/17,3,10:30:24,18,S8D281,0,1,0,29,N,54812
A003,15780,2014/7/17,6,10:30:24,20,S8NE35,0,1,0,29,N,54812
A003,15780,2014/7/17,5,10:30:24,20,S8NA01,0,1,0,29,N,54812
A003,15780,2014/7/17,1,10:30:24,2,S10485,25,1,25,29,N,54812
A003,15780,2014/7/17,4,10:30:24,17,S8M118,4,1,4,29,N,54812
A003,15780,2014/7/17,2,10:30:24,18,S8D210,0,1,0,29,N,54812
A003,15781,2014/7/17,3,10:30:50,20,S8NA77,0,1,0,25,N,54812
A003,15781,2014/7/17,4,10:30:50,20,S8NE35,0,1,0,25,N,54812
A003,15781,2014/7/17,1,10:30:50,2,S10486,25,1,25,25,N,54812
A003,15781,2014/7/17,2,10:30:50,18,S8D210,0,1,0,25,N,54812
A003,15828,2014/7/17,1,11:03:36,2,S10462,20,1,20,23.5,N,55832
A003,15828,2014/7/17,3,11:03:36,18,S8D281,0,1,0,23.5,N,55832
A003,15828,2014/7/17,4,11:03:36,20,S8NE35,0,1,0,23.5,N,55832
A003,15828,2014/7/17,2,11:03:36,,S8D041,3,1,3,23.5,N,55832
